mensaje,spam,label,mensaje_limpio
"videos exclusivos para adultos, entra ahora!",1,spam,videos exclusivos adultos entra ahora
¡¡¡oferta imperdible!!! 🎉🎉🎉 compra ya!!!,1,spam,oferta imperdible compra
"oferta de trabajo en casa sin esfuerzo, gana $500 diarios.",1,spam,oferta trabajo casa esfuerzo gana 500 diarios
invierte en la nueva criptomoneda xyz y duplica tu dinero mañana.,1,spam,invierte nueva criptomoneda xyz duplica dinero mañana
¡gana un iphone gratis! haz clic aquí: http://scamlink.com,1,spam,gana iphone gratis haz clic aquí httpscamlinkcom
"promoción limitada: compra 2 y lleva 3, solo por tiempo limitado!!!",1,spam,promoción limitada compra lleva solo tiempo limitado
descubre los secretos ocultos del gobierno que no quieren que sepas.,1,spam,descubre secretos ocultos gobierno quieren sepas
"hola maría, ¿te gustaría reunirnos mañana a las 5pm?",0,ham,hola maría gustaría reunirnos mañana 5pm
"gracias por tu compra, tu factura está adjunta.",0,ham,gracias compra factura adjunta
¿puedes enviarme el informe de ventas del último trimestre?,0,ham,puedes enviarme informe ventas último trimestre
¡buenos días! el clima hoy será soleado con temperaturas de 25°c.,0,ham,buenos días clima hoy soleado temperaturas 25c
¿te gustaría probar la nueva aplicación de gestión de tareas?,0,ham,gustaría probar nueva aplicación gestión tareas
queremos confirmar tu asistencia al evento del próximo viernes.,0,ham,queremos confirmar asistencia evento próximo viernes
"hola, soy juan, ¿qué tal tu día?",0,ham,hola juan tal día
"estamos trabajando en la actualización del software, revisa el changelog.",0,ham,trabajando actualización software revisa changelog
¿cuál es tu disponibilidad para la reunión de seguimiento?,0,ham,cuál disponibilidad reunión seguimiento
"felicidades por tu nuevo puesto, ¡bienvenido al equipo!",0,ham,felicidades nuevo puesto bienvenido equipo
te envío el artículo que mencionaste en tu último correo.,0,ham,envío artículo mencionaste último correo
"el restaurante abre a las 8pm, reserva una mesa para dos.",0,ham,restaurante abre 8pm reserva mesa dos
¿podrías revisar el documento adjunto y darme tu opinión?,0,ham,podrías revisar documento adjunto darme opinión
"¡oferta exclusiva! compra ahora y gana 200% de devolución, solo por tiempo limitado.",1,spam,oferta exclusiva compra ahora gana 200 devolución solo tiempo limitado
descubre el secreto para enriquecerte rápidamente: inversión garantizada del 500% en 30 días.,1,spam,descubre secreto enriquecerte rápidamente inversión garantizada 500 30 días
¡haz clic aquí y aprovecha esta oferta irresistible! no te lo pierdas.,1,spam,haz clic aquí aprovecha oferta irresistible pierdas
"oferta limitada: compra un producto y recibe otro gratis, solo por 24 horas.",1,spam,oferta limitada compra producto recibe gratis solo 24 horas
"¡urgente! oferta de medicamentos sin receta, entrega inmediata.",1,spam,urgente oferta medicamentos receta entrega inmediata
¡gratis! descarga esta aplicación que te hará ganar dinero sin esfuerzo.,1,spam,gratis descarga aplicación hará ganar dinero esfuerzo
cuidado: este es un mensaje de phishing que intenta robar tus datos bancarios.,1,spam,cuidado mensaje phishing intenta robar datos bancarios
"promoción de productos para adultos, visita nuestro sitio para ver contenido exclusivo.",1,spam,promoción productos adultos visita sitio ver contenido exclusivo
¡no lo pierdas! oferta limitada de seguros de vida con beneficios ¡hoy solo!,1,spam,pierdas oferta limitada seguros vida beneficios hoy solo
"click aquí para ver la oferta más increíble del año, ¡haz clic ahora mismo!",1,spam,click aquí ver oferta increíble año haz clic ahora mismo
"reclama tu premio de 10,000 euros, solo necesitas enviar tu información personal.",1,spam,reclama premio 10000 euros solo necesitas enviar información personal
descubre un esquema piramidal que te hará rico en una semana.,1,spam,descubre esquema piramidal hará rico semana
"hola, ¿cómo estás? me gustaría comentar sobre el proyecto que presentamos ayer.",0,ham,hola cómo gustaría comentar proyecto presentamos ayer
recuerdo que el próximo examen será el 15 de noviembre.,0,ham,recuerdo próximo examen 15 noviembre
¿tienes planes para el fin de semana? podríamos ir al cine.,0,ham,planes fin semana podríamos ir cine
la reunión se ha programado para las 10:00 en la sala de conferencias.,0,ham,reunión programado 1000 sala conferencias
¿podrías enviar el informe final antes del viernes?,0,ham,podrías enviar informe final viernes
felicidades por tu nuevo puesto en la empresa.,0,ham,felicidades nuevo puesto empresa
he comprado recientemente una bicicleta nueva y estoy contento.,0,ham,comprado recientemente bicicleta nueva contento
"la clima hoy está soleado, perfecto para salir a correr.",0,ham,clima hoy soleado perfecto salir correr
¿te gustaría probar la nueva receta de chocolate?,0,ham,gustaría probar nueva receta chocolate
me parece interesante la propuesta que ofrece tu empresa.,0,ham,parece interesante propuesta ofrece empresa
no puedo asistir a la cita porque tengo una reunión familiar.,0,ham,puedo asistir cita reunión familiar
el libro que estoy leyendo es muy recomendable para principiantes.,0,ham,libro leyendo recomendable principiantes
¡oferta exclusiva! gana $1000 en 24 horas: http://example.com,1,spam,oferta exclusiva gana 1000 24 horas httpexamplecom
tu banco te contacta: por favor actualiza tus datos: cuenta12345,1,spam,banco contacta favor actualiza datos cuenta12345
¡venderás tu auto por $50k! llamame al 555-0123,1,spam,venderás auto 50k llamame 5550123
descarga este programa para ganar premios: http://malicious.com,1,spam,descarga programa ganar premios httpmaliciouscom
¡no creas en esto! es un engaño: enlace espiritual http://fake.com,1,spam,creas engaño enlace espiritual httpfakecom
evento para adultos: enlace aqui 😈 https://adultsite.com,1,spam,evento adultos enlace aqui httpsadultsitecom
¡questiones! ¿qué opcion es esta? http://spamlink.org,1,spam,questiones opcion httpspamlinkorg
¡oferta urgente! envianos tu dinero: http://urgentdeals.com,1,spam,oferta urgente envianos dinero httpurgentdealscom
inscríbete ahora: ofertas en tecnología: http://techdeal.com,1,spam,inscríbete ahora ofertas tecnología httptechdealcom
sorteo gano un iphone: premios sin costo http://sorteo.com,1,spam,sorteo gano iphone premios costo httpsorteocom
¡intensidad! episódio explícito: ver aquí 😈😈,1,spam,intensidad episódio explícito ver aquí
reciba descuentos del 70% en electrónica: http://dealz.com,1,spam,reciba descuentos 70 electrónica httpdealzcom
¡la lotería internacional tiene ganadores! reclama ya: http://lotterywin.net,1,spam,lotería internacional ganadores reclama httplotterywinnet
¿interesado en criptomonedas? invierte hoy y duplica tu capital: http://crypto.scam,1,spam,interesado criptomonedas invierte hoy duplica capital httpcryptoscam
¡venta urgente! envienos su plata: http://investnow.es,1,spam,venta urgente envienos plata httpinvestnowes
¡descarga gratis este juego viral y gana premios: http://gamechips.com,1,spam,descarga gratis juego viral gana premios httpgamechipscom
¡no te lo pierdas! oferta por tiempo limitado: http://flashsale.es,0,ham,pierdas oferta tiempo limitado httpflashsalees
"hola, soy ana. ¿puedes ayudarme con una reserva de hotel en barcelona?",0,ham,hola ana puedes ayudarme reserva hotel barcelona
la biblioteca comunitaria tiene nuevos libros infantil: gratis para todos.,0,ham,biblioteca comunitaria nuevos libros infantil gratis
aviso: update de seguridad importante para dispositivos android. instálalo hoy.,0,ham,aviso update seguridad importante dispositivos android instálalo hoy
"invitación a taller de pintura: sábado 15 de octubre, 10 am.",0,ham,invitación taller pintura sábado 15 octubre 10 am
publicación: estudio muestra beneficios de la meditación diaria.,0,ham,publicación estudio muestra beneficios meditación diaria
¡felicidades! tu paquete arriverá el lunes. rastreo: 9987654321,0,ham,felicidades paquete arriverá lunes rastreo 9987654321
solicitud: ¿podrías donarme una taza de café? estoy cansado.,0,ham,solicitud podrías donarme taza café cansado
oficina de salud: recordatorio de vacunación contra la gripe este viernes.,0,ham,oficina salud recordatorio vacunación gripe viernes
¡promoción exclusiva! ganarás un iphone gratis solo por responder este mensaje. clic aquí -> http://spamlink.com,1,spam,promoción exclusiva ganarás iphone gratis solo responder mensaje clic aquí httpspamlinkcom
descubre el secreto para enriquecerte rápidamente con nuestro plan de 1000€ al día sin esfuerzo. ¡invierte ahora!,1,spam,descubre secreto enriquecerte rápidamente plan 1000 día esfuerzo invierte ahora
"¡oferta impostor! compra este producto milagroso para bajar de peso en 3 días. 100% natural, resultados garantizados.",1,spam,oferta impostor compra producto milagroso bajar peso días 100 natural resultados garantizados
haz clic aquí: http://fisheye.com/secure?token=xyz para activar tu cuenta y recibir un bono de 500€.,1,spam,haz clic aquí httpfisheyecomsecuretokenxyz activar cuenta recibir bono 500
publicidad comercial no solicitada: consigue tu descuento del 90% en el nuevo perfume xyz. responde ya.,1,spam,publicidad comercial solicitada consigue descuento 90 nuevo perfume xyz responde
enlace malicioso: http://malware.org/attachments/evil.exe. descarga ahora y mejora tu pc.,1,spam,enlace malicioso httpmalwareorgattachmentsevilexe descarga ahora mejora pc
oferta limitada: compra vacunas falsas y recibe un regalo exclusivo. promoción válida solo hoy.,1,spam,oferta limitada compra vacunas falsas recibe regalo exclusivo promoción válida solo hoy
¡mira esto! gana dinero fácil con este esquema piramidal. regístrate y recibe 1000€ al instante.,1,spam,mira gana dinero fácil esquema piramidal regístrate recibe 1000 instante
¡atención! tu cuenta ha sido seleccionada para recibir una suscripción premium gratis. haz click aquí.,1,spam,atención cuenta sido seleccionada recibir suscripción premium gratis haz click aquí
"¡urgente! oferta de trabajo exclusivo en méxico, pero debes pagar una pequeña cuota de 200€ para aplicar.",1,spam,urgente oferta trabajo exclusivo méxico debes pagar pequeña cuota 200 aplicar
publicidad no solicitada: compra ahora nuestro suplemento milagroso y elimina el acné en 24h.,1,spam,publicidad solicitada compra ahora suplemento milagroso elimina acné 24h
"¡descubre el método secreto para triplicar tus ingresos en una semana! solo 9,99€.",1,spam,descubre método secreto triplicar ingresos semana solo 999
¡haz clic aquí para ver fotos sensacionales que te impactarán! clasificación de fotos adultas.,1,spam,haz clic aquí ver fotos sensacionales impactarán clasificación fotos adultas
anoche cenamos pasta al pesto con amigos en un restaurante nuevo de la ciudad.,0,ham,anoche cenamos pasta pesto amigos restaurante nuevo ciudad
mi abuela siempre dice que la paciencia es la clave del éxito.,0,ham,abuela siempre dice paciencia clave éxito
el fin de semana pasado fui a la biblioteca y leyendo un libro de ciencia ficción.,0,ham,fin semana pasado biblioteca leyendo libro ciencia ficción
compré unas semillas de tomate y las planté en el jardín de mi casa.,0,ham,compré unas semillas tomate planté jardín casa
estoy aprendiendo a tocar la guitarra y practico todos los días después del trabajo.,0,ham,aprendiendo tocar guitarra practico días después trabajo
la película que vi ayer fue muy emotiva y me hizo reflexionar sobre la vida.,0,ham,película vi ayer emotiva hizo reflexionar vida
hoy organizaré mi despacho y ordenaré los documentos que llevaba acumulados.,0,ham,hoy organizaré despacho ordenaré documentos llevaba acumulados
mi hermano acaba de recibir una bicicleta nueva y la probará este sábado.,0,ham,hermano acaba recibir bicicleta nueva probará sábado
"el clima está cambiando rápidamente, así que lleva siempre un paraguas contigo.",0,ham,clima cambiando rápidamente así lleva siempre paraguas contigo
participamos en una campaña de reciclaje en la escuela y recolectamos muchísimos residuos.,0,ham,participamos campaña reciclaje escuela recolectamos muchísimos residuos
me encanta cocinar postres tradicionales para compartir con la familia en las fiestas.,0,ham,encanta cocinar postres tradicionales compartir familia fiestas
el museo de arte contemporáneo abrió una nueva exposición que muchos recomiendan visitar.,0,ham,museo arte contemporáneo abrió nueva exposición recomiendan visitar
"hola, ¿cómo estás? créeme, tu mamá te está jugueteando en la mente.",0,ham,hola cómo créeme mamá jugueteando mente
¡ξξξ¡ oferta especial: compra ahora y gana un auto físico！🎉🚗💸,1,spam,oferta especial compra ahora gana auto físico
esquema de enriquecimiento rápido: invierte 5€ y recibe 100€ en 24h. ¡no te lo pierdas!,1,spam,esquema enriquecimiento rápido invierte recibe 100 24h pierdas
¿teчами? los bancos están ofereciendo préstamos sin intereses para compras de bitcoin. ¡únete!,1,spam,bancos ofereciendo préstamos intereses compras bitcoin únete
contraseñas: recuerda que debescambiarlainmediato... o else...,1,spam,contraseñas recuerda debescambiarlainmediato else
artículo: el nuevo estudio revela que el chocolate mejora la salud cerebral. mensajes.,0,ham,artículo nuevo estudio revela chocolate mejora salud cerebral mensajes
¡publicidad no solicitada! compra nuestro curso de dialects.ai y quiénete al 30%.,1,spam,publicidad solicitada compra curso dialectsai quiénete 30
oferta falsa: puede ganar una vacación a hawái gratis solo por respondereste este correo.,1,spam,oferta falsa puede ganar vacación hawái gratis solo respondereste correo
historia de un día: hoy fui al parque y vi un perrito perdido. ¿alguien lo encontró?,0,ham,historia día hoy parque vi perrito perdido alguien encontró
alerta de phishing: tus datos han sido robados. accede a este link para recuperar tu cuenta.,1,spam,alerta phishing datos sido robados accede link recuperar cuenta
¿alguien puede recomendarme un buen café en madrid?,0,ham,alguien puede recomendarme buen café madrid
¡esquema piramidal! invita a 5 personas y será tu primer premio. ¡garantizado!,1,spam,esquema piramidal invita personas primer premio garantizado
nueva función: ahora puedes jugar al ajedrez en instagram con tus amigos.,0,ham,nueva función ahora puedes jugar ajedrez instagram amigos
¡oferta especial! gana 50% de descuento en flights a parís. escribe 'avión' en whatsapp.,1,spam,oferta especial gana 50 descuento flights parís escribe avión whatsapp
texto personal: quería contarte que me encantó tu última foto. ¡eres muy estiloso!,0,ham,texto personal quería contarte encantó última foto estiloso
¡marcus van a robar tu dinero! envíale 10€ a esta cuenta para evitar el fraude.,1,spam,marcus van robar dinero envíale 10 cuenta evitar fraude
anuncio ilustrado: producto eco-amigable. 100% reciclable. clase premium.,0,ham,anuncio ilustrado producto ecoamigable 100 reciclable clase premium
esquema de pago: envía 300$ y recibe 1000$ en el mes siguiente. 100% garantizado.,1,spam,esquema pago envía 300 recibe 1000 mes siguiente 100 garantizado
¿te gustaría recibir noticias sobre la feria del libro este fin de semana?,0,ham,gustaría recibir noticias feria libro fin semana
"¡mitad gratis! compra 1, lleva otra. solo hoy. código: mierda2023",0,ham,mitad gratis compra lleva solo hoy código mierda2023
alerta de malware: tu dispositivo está infectado. descarga esta app para eliminarlo.,1,spam,alerta malware dispositivo infectado descarga app eliminarlo
conversación entre amigos: ¿teuris a la película el viernes?,0,ham,conversación amigos teuris película viernes
¡oferta solo para tú! ¿te interesa ganar un iphone 15 por responderesta encuesta?,1,spam,oferta solo interesa ganar iphone 15 responderesta encuesta
texto de ayuda: gracias por escribirnos. volveremos a responder en 48h.,0,ham,texto ayuda gracias escribirnos volveremos responder 48h
"fraude: enviando dinero falso a tu cuenta. por favor, confirma con una llamada.",1,spam,fraude enviando dinero falso cuenta favor confirma llamada
¡oferta relámpago! consigue tu iphone gratis solo enviando este mensaje,1,spam,oferta relámpago consigue iphone gratis solo enviando mensaje
publicidad comercial no solicitada: gana dinero fácil con este esquema de enriquecimiento rápido,1,spam,publicidad comercial solicitada gana dinero fácil esquema enriquecimiento rápido
urgente: verifica tu cuenta de correo para evitar el bloqueo. haz clic aquí,1,spam,urgente verifica cuenta correo evitar bloqueo haz clic aquí
este es el mejor método para multiplicar tu dinero en una semana. ¡no lo pierdas!,1,spam,mejor método multiplicar dinero semana pierdas
¡contenido adulto exclusivo! descubre videos premium sin costo,1,spam,contenido adulto exclusivo descubre videos premium costo
¡atención! tu cuenta ha sido seleccionada para recibir premios exclusivos,1,spam,atención cuenta sido seleccionada recibir premios exclusivos
este enlace contiene malware que dañará tu computadora,1,spam,enlace contiene malware dañará computadora
oferta limitada: compra ahora y recibe el doble de lo que pagas,1,spam,oferta limitada compra ahora recibe doble pagas
te envío este mensaje porque quiero venderte un curso de inversión milagroso,1,spam,envío mensaje quiero venderte curso inversión milagroso
comprueba tu saldo bancario ahora o perderás tus ahorros,1,spam,comprueba saldo bancario ahora perderás ahorros
aviso importante: su cuenta está a punto de ser suspendida. responda inmediatamente,1,spam,aviso importante cuenta punto ser suspendida responda inmediatamente
¡participa y gana un viaje a europa sin costo! solo comparte esta información,1,spam,participa gana viaje europa costo solo comparte información
"oferta especial, 0% de impuestos, solo hasta hoy",1,spam,oferta especial impuestos solo hoy
"hola, ¿cómo estás? quería saludarte.",0,ham,hola cómo quería saludarte
me gustaría recomendarte una película que vi recientemente.,0,ham,gustaría recomendarte película vi recientemente
¿cuál es tu libro favorito?,0,ham,cuál libro favorito
tengo una reunión mañana a las diez.,0,ham,reunión mañana diez
me encanta cocinar tortillas los domingos.,0,ham,encanta cocinar tortillas domingos
hoy fui al parque y vi muchos pájaros.,0,ham,hoy parque vi pájaros
¿tienes planes para el fin de semana?,0,ham,planes fin semana
la clase de yoga estaba muy bien enseñada.,0,ham,clase yoga bien enseñada
mi coche necesita una revisión en el taller.,0,ham,coche necesita revisión taller
estoy leyendo una novela de misterio. ¿te gusta el género?,0,ham,leyendo novela misterio gusta género
¿podrías enviarme la agenda de la reunión?,0,ham,podrías enviarme agenda reunión
¡oferta exclusiva! compra ahora y obtén un descuento del 70% en tus compras online. 🎉🎉🔥,1,spam,oferta exclusiva compra ahora obtén descuento 70 compras online
receta rápida de tortilla española 😋 #cocinacasera,0,ham,receta rápida tortilla española cocinacasera
invierte en este 'plan para enriquecerte en 3 días' y duplica tu dinero. enlace patrocinado.,1,spam,invierte plan enriquecerte días duplica dinero enlace patrocinado
noticias sobre el cambio climático y consejos para reducir tu huella de carbono.,0,ham,noticias cambio climático consejos reducir huella carbono
¡haz clic aquí para activar tu premio gratis! solo 12 horas disponibles ⏳🎁,1,spam,haz clic aquí activar premio gratis solo 12 horas disponibles
¿recomiendas este libro sobre tecnología future? lo compré ayer y es genial.,0,ham,recomiendas libro tecnología future compré ayer genial
estafa: chuyểngard encadenado. paga $20 y recibirás un producto supremo. ¡rápido!,1,spam,estafa chuyngard encadenado paga 20 recibirás producto supremo rápido
historias de éxito de emprendedores locales 🌱 devenirality,0,ham,historias éxito emprendedores locales devenirality
descarga esta app y tendrás acceso a todo el catálogo de netflix gratis. link aquí.,1,spam,descarga app acceso catálogo netflix gratis link aquí
celebraciones de día de los muertos en oaxaca. mágico y colorido 🕯️🎨,0,ham,celebraciones día muertos oaxaca mágico colorido
¡no te pierdas esta oportunidad! envía $50 y recibirás $100 de inmediato. 💸🔥,1,spam,pierdas oportunidad envía 50 recibirás 100 inmediato
consejos para viajar seguro en españa con presupuesto ajustado.,0,ham,consejos viajar seguro españa presupuesto ajustado
¡oferta flash! prendas nuevas al 90% de descuento. solo por hoy. 🛍️😍,1,spam,oferta flash prendas nuevas 90 descuento solo hoy
¿puedes ayudarme a entender este documento legal? necesito consejos.,0,ham,puedes ayudarme entender documento legal necesito consejos
gana puntos al suscribirte a nuestro boletín. ¡sorteo semanal! 🎁🎟️,1,spam,gana puntos suscribirte boletín sorteo semanal
artículo sobre recetas veganas rápidas y saludables 🌱 #veganismo,0,ham,artículo recetas veganas rápidas saludables veganismo
"¡robot revendido por $1,000,000! ¡invertir en tecnologías futuras!",1,spam,robot revendido 1000000 invertir tecnologías futuras
"menú del día en un restaurante local: paella mixta, postre de chocolate",0,ham,menú día restaurante local paella mixta postre chocolate
¡urgente! tu cuenta bancaria será bloqueada si no confirmas estos datos. 🔐🛑,1,spam,urgente cuenta bancaria bloqueada si confirmas datos
noticias عن población migra en mi país. información verificada.,0,ham,noticias población migra país información verificada
¡ofrecemos keyshops gratis! solo escribe tu email y recibe 30 días de servicio.,1,spam,ofrecemos keyshops gratis solo escribe email recibe 30 días servicio
descubre los mejores tips para aprender español en línea. 😊📚,0,ham,descubre mejores tips aprender español línea
estafa: conviértete engain500$ en 24 horas. envía dinero y parece sencillo.,1,spam,estafa conviértete engain500 24 horas envía dinero parece sencillo
opiniones de viajeros sobre misiones en costa rica. muy útiles 😊,0,ham,opiniones viajeros misiones costa rica útiles
¡la lotería internacional está activa! gana un premio millonario. enlace de ventas.,1,spam,lotería internacional activa gana premio millonario enlace ventas
"¡oferta especial! cables de red por $15, solo hasta hoy. ¡compra ahora!",1,spam,oferta especial cables red 15 solo hoy compra ahora
invierte $500 y gana $5000 mensuales. solo para 10 personas.,1,spam,invierte 500 gana 5000 mensuales solo 10 personas
tu banco ha cambiado las políticas. ingresa aquí para actualizar datos: [enlace],1,spam,banco cambiado políticas ingresa aquí actualizar datos enlace
remedio casero para curedores de espalda: 1 cucharada de aceite de oliva al día.,1,spam,remedio casero curedores espalda cucharada aceite oliva día
descarga gratis el antivirus premium aquí: [filename].exe,1,spam,descarga gratis antivirus premium aquí filenameexe
vídeos porno gratis en hd. link: videosxxx.hp,1,spam,vídeos porno gratis hd link videosxxxhp
¡alturas alertas! descarga esta app para evitar emergencias: [qr código],1,spam,alturas alertas descarga app evitar emergencias qr código
¡tú ganas un iphone 15! confirma tu número de teléfono: +500123456,1,spam,ganas iphone 15 confirma número teléfono 500123456
"escema piramidal: invierte $100, distribuye $500 a otros. ganancias garantizadas.",1,spam,escema piramidal invierte 100 distribuye 500 ganancias garantizadas
marcador: madrid 5-2 barcelona. ¡el mejor partido del mes!,0,ham,marcador madrid 52 barcelona mejor partido mes
¿encontraste empleo en madrid? ¡contáctame en whatsapp!,0,ham,encontraste empleo madrid contáctame whatsapp
"receta del día: paella con camarones. ingredientes: arroz, camarones, azafrán.",0,ham,receta día paella camarones ingredientes arroz camarones azafrán
el tren entre madrid y barcelona sale a las 8:30 pm. info: tren.com,0,ham,tren madrid barcelona sale 830 pm info trencom
publicidad: limpieza residencial desde $15/h. visita ourwebsite.com,1,spam,publicidad limpieza residencial 15h visita ourwebsitecom
¡cura el cancer con este producto natural! enviar dinero a: [cuenta],1,spam,cura cancer producto natural enviar dinero cuenta
¿necesitas ayuda con el proyecto en python? ¡envíame tu código!,0,ham,necesitas ayuda proyecto python envíame código
¡warning! tu computadora está infectada. haz clic aquí para limpiar: [malware],1,spam,warning computadora infectada haz clic aquí limpiar malware
¿alguien sabe de hotels baratos en playa de cádiz?,0,ham,alguien sabe hotels baratos playa cádiz
¡atención! tu pedido #789 está retrasado. pagarons extras por urgencia.,0,ham,atención pedido 789 retrasado pagarons extras urgencia
"esquema de enriquecimiento rápido: invierte $200, obtienes $10,000 en 30 días.",1,spam,esquema enriquecimiento rápido invierte 200 obtienes 10000 30 días
artículo: 10 consejos para mejorar tu sueño. [enlace verificado],0,ham,artículo 10 consejos mejorar sueño enlace verificado
¡esta oferta es real! galletas artesanales en casa tuya. ¡sídete en nuestro whatsapp!,1,spam,oferta real galletas artesanales casa sídete whatsapp
actualización: banco de españa del 24 al 26 de julio. eventos en madrid.,0,ham,actualización banco españa 24 26 julio eventos madrid
campaña de vacunación: llega a tu centro local hoy mismo.,0,ham,campaña vacunación llega centro local hoy mismo
¡oferta? gratis 3 meses de netflix. suscríbete aquí: link.secreta,1,spam,oferta gratis meses netflix suscríbete aquí linksecreta
"¡oferta limitada! compra ahora y gana un 80% de descuento en nuestra tienda online, solo por 24 horas. 🎉🛒",1,spam,oferta limitada compra ahora gana 80 descuento tienda online solo 24 horas
"haz dinero rápido con este esquema de inversión secreto, sin riesgos. únete hoy y multiplica tu capital.",1,spam,haz dinero rápido esquema inversión secreto riesgos únete hoy multiplica capital
"haz clic aquí para actualizar tu cuenta y recibirás un regalo exclusivo, pero solo si ingresas tus datos antes de medianoche.",1,spam,haz clic aquí actualizar cuenta recibirás regalo exclusivo solo si ingresas datos medianoche
"descubre el secreto para perder peso sin ejercicios, ¡solo con estas 3 pastillas milagrosas!",1,spam,descubre secreto perder peso ejercicios solo pastillas milagrosas
descarga ahora el archivo adjunto que contiene un virus que bloqueará tu computadora hasta pagar el rescate.,1,spam,descarga ahora archivo adjunto contiene virus bloqueará computadora pagar rescate
"accede a contenido exclusivo para adultos, videos 18+ y fotos desnudias, ¡haz clic aquí!",1,spam,accede contenido exclusivo adultos videos 18 fotos desnudias haz clic aquí
compra ya!!! ¡oferta imperdible!!! ¡¡¡¡¡,1,spam,compra oferta imperdible
"visita nuestro sitio web http://ganar-dinero-facil.com y empieza a invertir hoy, promociones especiales solo para ti.",1,spam,visita sitio web httpganardinerofacilcom empieza invertir hoy promociones especiales solo
"obtén una suscripción gratuita a nuestra revista de moda, pero necesitas compartir este mensaje con 5 amigos.",1,spam,obtén suscripción gratuita revista moda necesitas compartir mensaje amigos
"urgente: tu cuenta ha sido seleccionada para recibir un premio de 10,000 euros, solo haz clic aquí.",1,spam,urgente cuenta sido seleccionada recibir premio 10000 euros solo haz clic aquí
"compra ahora y recibe un regalo de bienvenida, ¡pero actúa rápido antes de que se agoten!",1,spam,compra ahora recibe regalo bienvenida actúa rápido agoten
regístrate gratis y gana dinero cada día con nuestro programa de recompensas ilimitado.,1,spam,regístrate gratis gana dinero cada día programa recompensas ilimitado
"me encanta leer novelas de ciencia ficción, especialmente las que exploran futuros alternativos.",0,ham,encanta leer novelas ciencia ficción especialmente exploran futuros alternativos
"hoy he preparado una receta de paella para la cena, con arroz, mariscos y azafrán.",0,ham,hoy preparado receta paella cena arroz mariscos azafrán
el clima en madrid esta semana será parcialmente nublado con temperaturas de 22 grados.,0,ham,clima madrid semana parcialmente nublado temperaturas 22 grados
recientemente descubrí un podcast sobre historia del arte que recomiendo a todos.,0,ham,recientemente descubrí podcast historia arte recomiendo
¿podrías recomendarme una buena película de drama reciente?,0,ham,podrías recomendarme buena película drama reciente
la biblioteca municipal abre sus puertas a las 9 de la mañana todos los días.,0,ham,biblioteca municipal abre puertas mañana días
"en mi opinión, la música clásica ayuda a mejorar la concentración durante el trabajo.",0,ham,opinión música clásica ayuda mejorar concentración trabajo
me gustaría organizar una reunión virtual la próxima semana para compartir ideas.,0,ham,gustaría organizar reunión virtual próxima semana compartir ideas
la ciudad ha inaugurado un nuevo parque cerca del río.,0,ham,ciudad inaugurado nuevo parque cerca río
mi gato jugaba con una pelota de lana y se cayó del sofá.,0,ham,gato jugaba pelota lana cayó sofá
"si necesitas ayuda con tu tarea, puedes contactar a tu profesor.",0,ham,si necesitas ayuda tarea puedes contactar profesor
"¡oferta exclusiva! descarga gratis el ebook ""millones en 30 días"" – haz clic aquí y conviértete en millonario.",1,spam,oferta exclusiva descarga gratis ebook millones 30 días haz clic aquí conviértete millonario
visita nuestro sitio web y descubre el secreto para triplicar tus ingresos en una semana sin esfuerzo.,1,spam,visita sitio web descubre secreto triplicar ingresos semana esfuerzo
¡únete a nuestro programa de enriquecimiento rápido! deposita 100€ y recibe 1000€ al instante. ¡limita tu cupo!,1,spam,únete programa enriquecimiento rápido deposita 100 recibe 1000 instante limita cupo
phishing alert: tu cuenta será suspendida a menos que confirmes tus datos en el siguiente enlace malicioso.,1,spam,phishing alert cuenta suspendida menos confirmes datos siguiente enlace malicioso
este enlace contiene un virus que dañará tu dispositivo; haga clic a su riesgo.,1,spam,enlace contiene virus dañará dispositivo haga clic riesgo
promoción de contenido para adultos: accede a videos exclusivos con un solo clic.,1,spam,promoción contenido adultos accede videos exclusivos solo clic
compra ahora!!!! ofertas impresionantes!!! no lo pierdas!!!!,1,spam,compra ahora ofertas impresionantes pierdas
falso comunicado de un banco: actualice sus datos para seguir usando sus servicios. enlace: http://falsobanco.com/phish,1,spam,falso comunicado banco actualice datos seguir usando servicios enlace httpfalsobancocomphish
oferta limitada: compra ahora el nuevo reloj inteligente que te enviará notificaciones secretas.,1,spam,oferta limitada compra ahora nuevo reloj inteligente enviará notificaciones secretas
¡oferta de regalos gratis! descarga esta app que te pagará por ver anuncios.,1,spam,oferta regalos gratis descarga app pagará ver anuncios
descarga esta aplicación que te recompensará por ver anuncios y recibe pagos instantáneos.,1,spam,descarga aplicación recompensará ver anuncios recibe pagos instantáneos
¡haz clic aquí y consigue una suscripción mensual gratis de nuestra newsletter premium!,1,spam,haz clic aquí consigue suscripción mensual gratis newsletter premium
"sorprendentemente, este producto milagroso cura el resfriado en 24 horas. ¡compra ahora antes de que se agote!",1,spam,sorprendentemente producto milagroso cura resfriado 24 horas compra ahora agote
clic aquí para ver contenido exclusivo para adultos y desbloquea videos prohibidos.,1,spam,clic aquí ver contenido exclusivo adultos desbloquea videos prohibidos
ayer visité el mercado local y compré frutas frescas de la región.,0,ham,ayer visité mercado local compré frutas frescas región
me encanta leer novelas de misterio; el último libro que terminé fue fascinante.,0,ham,encanta leer novelas misterio último libro terminé fascinante
