mensaje,spam,label,mensaje_limpio
haga clic aquí para recibir premios garantizados sin hacer nada.,1,spam,haga clic aquí recibir premios garantizados hacer
"phishing: tu cuenta bancaria está comprometida, verifica aquí https://secure-bank.com/verify",1,spam,phishing cuenta bancaria comprometida verifica aquí httpssecurebankcomverify
artículo nuevo: ¿cómo cultivar tomates en casa? consejos del experto luis méndez.,0,ham,artículo nuevo cómo cultivar tomates casa consejos experto luis méndez
quiero reservar una habitación en el hotel del centro para el fin de semana.,0,ham,quiero reservar habitación hotel centro fin semana
me desperté a las 7 de la mañana y decidí preparar un desayuno saludable.,0,ham,desperté mañana decidí preparar desayuno saludable
descubre el secreto para invertir y duplicar tu dinero en 7 días,1,spam,descubre secreto invertir duplicar dinero días
¡descubre cómo ganar millones en la lotería de españa! solo tumba este enlace para participar.,1,spam,descubre cómo ganar millones lotería españa solo tumba enlace participar
el parque central recibió nuevas áreas verdes y bancos recién instalados,0,ham,parque central recibió nuevas áreas verdes bancos recién instalados
hoy descubrí un nuevo café en la esquina que sirve pasteles caseros.,0,ham,hoy descubrí nuevo café esquina sirve pasteles caseros
¡oferta flash! white pizzas al 50% en todos los restaurantes. ¡solo hoy!,1,spam,oferta flash white pizzas 50 restaurantes solo hoy
necesito ayuda urgente. ¿encuentras mi tarea en google drive?,0,ham,necesito ayuda urgente encuentras tarea google drive
¿puedes recomendarme una buena película para ver esta noche?,0,ham,puedes recomendarme buena película ver noche
"hola, necesito aclarar unos puntos sobre el informe que envié ayer. ¿podrías revisarlo y darme feedback?",0,ham,hola necesito aclarar puntos informe envié ayer podrías revisarlo darme feedback
protege tu computadora contra malware con este enlace especial.,1,spam,protege computadora malware enlace especial
visita https://bit.ly/xyz123 para descargar el documento que contiene un virus oculto.,1,spam,visita httpsbitlyxyz123 descargar documento contiene virus oculto
el partido de fútbol fue emocionante. querría ver el replay.,0,ham,partido fútbol emocionante querría ver replay
¡invitación a fiesta barrial! trae 5 refrescos y come gratis. ¡sábado 2pm en playa mayor!,0,ham,invitación fiesta barrial trae refrescos come gratis sábado 2pm playa mayor
¡última oportunidad! descarga este juego con recompensas en minutes. ¡compra ahora con bitcoins!,1,spam,última oportunidad descarga juego recompensas minutes compra ahora bitcoins
"hola maría, ¿te gustaría reunirnos mañana a las 5pm?",0,ham,hola maría gustaría reunirnos mañana 5pm
oferta exclusiva: invertir en bitcoin con un retorno del 800% en 24 horas. ¡arriba tu inversión ahora!,1,spam,oferta exclusiva invertir bitcoin retorno 800 24 horas arriba inversión ahora
"alerta de malware: tu cuenta ha sido comprometida, instala el antivirus urgente desde este enlace.",1,spam,alerta malware cuenta sido comprometida instala antivirus urgente enlace
oferta de vacaciones en islas del caribe. precios insanos para el verano! 🌴🌊,1,spam,oferta vacaciones islas caribe precios insanos verano
discusión sobre la desigualdad en educación españa. ¿cómo combatirla? 📚,0,ham,discusión desigualdad educación españa cómo combatirla
un amigo en méxico necesita ayuda urgente. envía $500 a esta cuenta para que pueda viajar. 🙏✈️,1,spam,amigo méxico necesita ayuda urgente envía 500 cuenta pueda viajar
"préstamo instantáneo sin documentos, solo necesitas tu número de identificación.",1,spam,préstamo instantáneo documentos solo necesitas número identificación
buenos días. recuerdo que confirms la reunión de hoy a las 3 pm. ¿aún vas?,0,ham,buenos días recuerdo confirms reunión hoy pm aún vas
su cuenta ha sido hackeada. proporcione su contraseña para recuperarla.,1,spam,cuenta sido hackeada proporcione contraseña recuperarla
¿necesitas ayuda para elegir un restaurante en madrid?,0,ham,necesitas ayuda elegir restaurante madrid
¿enviarte este enlace de descarga? ¡hay una viruses adentro! no hacemos maliciosas intenciones.,0,ham,enviarte enlace descarga viruses adentro hacemos maliciosas intenciones
queremos informarte que ganaste un iphone 15 gratis. solo responde con tu nombre.,1,spam,queremos informarte ganaste iphone 15 gratis solo responde nombre
envía tu currículum a este correo y gana $5000 inmediatamente,1,spam,envía currículum correo gana 5000 inmediatamente
hoy es el día del 10% gratis en nuestra página.(error: ofrece un aumento del 20% sin relación). ¿qué haces?,1,spam,hoy día 10 gratis páginaerror ofrece aumento 20 relación haces
noticias del día: el governo anuncia nuevas medidas para impulsar la economía local mediante incentivos fiscales.,0,ham,noticias día governo anuncia nuevas medidas impulsar economía local mediante incentivos fiscales
¿qué libros recomiendan para aprender python?,0,ham,libros recomiendan aprender python
¿cuál es tu canción favorita? ¡dígame y te envío una sorpresa en email!,0,ham,cuál canción favorita dígame envío sorpresa email
urgente: actualice su contraseña antes de que su cuenta sea suspendida. haga clic aquí: www.falsobanco.es,1,spam,urgente actualice contraseña cuenta suspendida haga clic aquí wwwfalsobancoes
🚨ladrón alerta🚨 encuentre al ladrón que robó usando esta foto de su perro. ¡pague $2000 en bitcoins!,1,spam,ladrón alerta encuentre ladrón robó usando foto perro pague 2000 bitcoins
"descubre el secreto para multiplicar tu dinero sin trabajar, únete al grupo ahora.",1,spam,descubre secreto multiplicar dinero trabajar únete grupo ahora
planifico un viaje a parís. ¿algunos lugares obligatorios?,0,ham,planifico viaje parís lugares obligatorios
usando mayúsculas: compra ahora y gánate un x100! www.acumula.spam,1,spam,usando mayúsculas compra ahora gánate x100 wwwacumulaspam
"actualización: el búho huido fue encontrado cerca del río. si lo ves, contacta a la zoo.",0,ham,actualización búho huido encontrado cerca río si ves contacta zoo
hoy el clima está soleado y perfecto para un paseo en el parque.,0,ham,hoy clima soleado perfecto paseo parque
la receta de tortilla española que aprendí a hacer es muy sencilla.,0,ham,receta tortilla española aprendí hacer sencilla
¡code promocional válido para el 20% de descuento,0,ham,code promocional válido 20 descuento
estoy organizando una cena temática de cocina mexicana para mis amigos.,0,ham,organizando cena temática cocina mexicana amigos
phishing: verifica tu cuenta bancaria antes de que sea demasiado tarde.,1,spam,phishing verifica cuenta bancaria demasiado tarde
publicidad comercial no solicitada: oferta de seguros de vida con descuento del 90%.,1,spam,publicidad comercial solicitada oferta seguros vida descuento 90
receta de guacamole fácil y rápido para acompañar la cena,0,ham,receta guacamole fácil rápido acompañar cena
aviso: tu oposición ha sido aprobada. presione aquí para evitar multas.,1,spam,aviso oposición sido aprobada presione aquí evitar multas
¡oferta sorpresa! compra ahora y recibe un 100% de devolución!,1,spam,oferta sorpresa compra ahora recibe 100 devolución
contenido para adultos: visita el sitio web más grande de entretenimiento adulto. regístrate gratis.,1,spam,contenido adultos visita sitio web grande entretenimiento adulto regístrate gratis
¡feliz cumpleaños! aquí tienes un regalo virtual con un cupón de starbucks.,0,ham,feliz cumpleaños aquí regalo virtual cupón starbucks
únete a nuestro programa de enriquecimiento rápido y multiplica tu capital en 24 horas.,1,spam,únete programa enriquecimiento rápido multiplica capital 24 horas
video explícito sin advertencia: ver aquí: http://adulto.example/vid123,1,spam,video explícito advertencia ver aquí httpadultoexamplevid123
suchet sobre servicios de reciclaje en valencia. contáctenos al 987-654-3210.,0,ham,suchet servicios reciclaje valencia contáctenos 9876543210
visita este sitio web para ver contenido para adultos sin restricciones.,1,spam,visita sitio web ver contenido adultos restricciones
"clic aquí para recibir un regalo sorpresa, pero necesitas compartir tu número.",1,spam,clic aquí recibir regalo sorpresa necesitas compartir número
¿sabías que el café previene el alzheimer? comparte si crees que es cierto. [malaria commercial],0,ham,sabías café previene alzheimer comparte si crees cierto malaria commercial
la ciudad planea crear un nuevo parque ecológico para los vecinos.,0,ham,ciudad planea crear nuevo parque ecológico vecinos
noticia: el gobierno announces nuevas medidas de seguridad para adam. publicación oficial en portal.gob.es,0,ham,noticia gobierno announces nuevas medidas seguridad adam publicación oficial portalgobes
los bois felicidades nuevo año. ¡disfruta de nuestra pizza gourmet!,0,ham,bois felicidades nuevo año disfruta pizza gourmet
alerta: tu dispositivo ha sido infectado por malware. descarga la herramienta de limpieza aquí,1,spam,alerta dispositivo sido infectado malware descarga herramienta limpieza aquí
descarga nuestro app gratis y gana premios en lotería semanal,1,spam,descarga app gratis gana premios lotería semanal
¡este medicamento cura el dolor de cabeza de integrally! [enlace],1,spam,medicamento cura dolor cabeza integrally enlace
comentario sobre el fútbol: el partido de anoche estuvo emocionante.,0,ham,comentario fútbol partido anoche emocionante
"promoción limitada: compra 2 y lleva 3, solo por tiempo limitado!!!",1,spam,promoción limitada compra lleva solo tiempo limitado
noticia: el museo cerrará el próximo fin de semana. entradas gratis hoy.,0,ham,noticia museo cerrará próximo fin semana entradas gratis hoy
"durante la clase, el profesor explicó los principios de la termodinámica.",0,ham,clase profesor explicó principios termodinámica
oferta urgente: 3 meses gratis en cualquier suscripción._use_copia_123,1,spam,oferta urgente meses gratis cualquier suscripciónusecopia123
¡oferta: permission para suscribirse a mejoras gratuitas en home delivery!,1,spam,oferta permission suscribirse mejoras gratuitas home delivery
ofrecemos créditos urgentes sin requisitos.loan sin pagar intereses. ¡aplica ahora!,1,spam,ofrecemos créditos urgentes requisitosloan pagar intereses aplica ahora
"me gusta mucho la novela 'cien años de soledad', es una obra maestra de la literatura.",0,ham,gusta novela cien años soledad obra maestra literatura
oferta limitada: compra ahora y recibe un regalo sorpresa.,1,spam,oferta limitada compra ahora recibe regalo sorpresa
estoy interesado en saber más sobre los eventos culturales que se celebrarán en la ciudad el próximo mes.,0,ham,interesado saber eventos culturales celebrarán ciudad próximo mes
necesito traducir este documento del inglés al español antes de mañana.,0,ham,necesito traducir documento inglés español mañana
nueva empresa: invierte en criptomonedas y obtén 100x ganancias en 24h,1,spam,nueva empresa invierte criptomonedas obtén 100x ganancias 24h
"oferta limitada: compra ahora y recibe un regalo sorpresa, solo para los primeros 100 clientes.",1,spam,oferta limitada compra ahora recibe regalo sorpresa solo primeros 100 clientes
"oferta engañosa: garantizamos hasta un 500% de retorno en una semana, no te lo pierdas.",1,spam,oferta engañosa garantizamos 500 retorno semana pierdas
queremos felicitarte por tu cumpleaños. recuerda: ¿quiere crear una fiesta virtual?,0,ham,queremos felicitarte cumpleaños recuerda quiere crear fiesta virtual
haga clic aquí para ver una oferta irreales de descuentos del 99%.,1,spam,haga clic aquí ver oferta irreales descuentos 99
haga clic en el enlace para verificar su cuenta de paypal y evitar la suspensión.,1,spam,haga clic enlace verificar cuenta paypal evitar suspensión
"hoy a las 8 pm en el parque 5. llueve, así que trae paraguas.",0,ham,hoy pm parque llueve así trae paraguas
¡oferta exclusiva! compra ahora y gana 500% de rewards!!!,1,spam,oferta exclusiva compra ahora gana 500 rewards
ne fa sentido que usted invierta en este esquema piramidal. gana $1000 al día compartiendo este enlace,1,spam,ne fa usted invierta esquema piramidal gana 1000 día compartiendo enlace
compré una bicicleta nueva y ya la probé en la ciclovía.,0,ham,compré bicicleta nueva probé ciclovía
"recibe ofertas diarias de productos de belleza con descuentos inesperados, solo por este mensaje.",1,spam,recibe ofertas diarias productos belleza descuentos inesperados solo mensaje
"familia prince 사항: la oferta es falsa, todos están estafados 🔄",1,spam,familia prince oferta falsa estafados
¡envío gratis! compra el nuevo teléfono inteligente a mitad de precio. solo por tiempo limitado.,1,spam,envío gratis compra nuevo teléfono inteligente mitad precio solo tiempo limitado
"descarga el archivo adjunto para ver la foto secreta, pero contiene un virus.",1,spam,descarga archivo adjunto ver foto secreta contiene virus
"envié un préstamo urgente a cuenta @franco1234. si no recibo 3000€ en 24h, te mataré.",1,spam,envié préstamo urgente cuenta franco1234 si recibo 3000 24h mataré
ejercicio 5: demuestra que la successors es inversa en el grupo real. ¿lo resolviste? 📝,0,ham,ejercicio demuestra successors inversa grupo real resolviste
¿sabía esto? la lectura reduce el estrés. hábitatlo 15 minutos al día.,0,ham,sabía lectura reduce estrés hábitatlo 15 minutos día
te invitamos a nuestro webinar gratuito sobre marketing digital. regístrate ahora y mejora tus habilidades profesionales.,0,ham,invitamos webinar gratuito marketing digital regístrate ahora mejora habilidades profesionales
descarga el nuevo juego hackeado desde este enlace: malware.exe,1,spam,descarga nuevo juego hackeado enlace malwareexe
vamos a visitar el museo de arte contemporáneo mañana por la tarde.,0,ham,vamos visitar museo arte contemporáneo mañana tarde
únete al esquema piramidal y gana comisiones por traer nuevos participantes.,1,spam,únete esquema piramidal gana comisiones traer nuevos participantes
¿quieres stavear con tus amigos en un juego multijugador? descúbrelo aquí: 🎮,0,ham,quieres stavear amigos juego multijugador descúbrelo aquí
tengo una cita para ver la última película de ciencia ficción este viernes.,0,ham,cita ver última película ciencia ficción viernes
descarga este video para aprender cómo rollar un cigarrillo electrónico en 5 minutos. ¡tutorial urgente!,0,ham,descarga video aprender cómo rollar cigarrillo electrónico minutos tutorial urgente
oferta impertinente!!!,1,spam,oferta impertinente
"promoción especial: compra ahora y recibe un 50% de descuento, solo si respondes a este mensaje.",1,spam,promoción especial compra ahora recibe 50 descuento solo si respondes mensaje
"estafa: luckives a través de whatsapp. para ayudar, solo transfiere $100 a esta cuenta.",1,spam,estafa luckives través whatsapp ayudar solo transfiere 100 cuenta
planifico mi viaje a barcelona para el próximo mes y reserva el hotel.,0,ham,planifico viaje barcelona próximo mes reserva hotel
visita bit.ly/ganar-dinero y descubre cómo ganar $1000 diario.,1,spam,visita bitlyganardinero descubre cómo ganar 1000 diario
tucuento social está bloqueado. ingresa aquí con tus credenciales para recuperar acceso. ⚠️,1,spam,tucuento social bloqueado ingresa aquí credenciales recuperar acceso
estudios recientes indican que el consumo de té verde puede mejorar la concentración.,0,ham,estudios recientes indican consumo té verde puede mejorar concentración
¡gana likes gratis! suscríbete a nuestro canal y receive 100 follower en 24h.,1,spam,gana likes gratis suscríbete canal receive 100 follower 24h
¡recarga tu saldo telefónico al instante! solo necesitas introducir tu número y el código secreto que te enviamos.,1,spam,recarga saldo telefónico instante solo necesitas introducir número código secreto enviamos
"¡comprar ahora! únete a nuestro cultista movemento, ofrecemos rituales esotericos exclusivos.",1,spam,comprar ahora únete cultista movemento ofrecemos rituales esotericos exclusivos
¡envíanos 50€ ahora y te enviarémos un paquete con ,1,spam,envíanos 50 ahora enviarémos paquete
oferta de inversiones en criptomonedas con 300% de ganancias garantizadas.,1,spam,oferta inversiones criptomonedas 300 ganancias garantizadas
¡la covid-19 se cura con un vaso de vino y una píldora milagrosa!,1,spam,covid19 cura vaso vino píldora milagrosa
"estimado equipo, adjunto el documento con las modificaciones finales.",0,ham,estimado equipo adjunto documento modificaciones finales
recientemente he leído un artículo fascinante sobre la biología de los pulpos en el pacífico.,0,ham,recientemente leído artículo fascinante biología pulpos pacífico
"si bien mi abuela, contacten se que he sido퐸",0,ham,si bien abuela contacten sido
chisme: ¿ganó messi el balón de oro? ¡spoiler: sí! más información en هنا.,0,ham,chisme ganó messi balón oro spoiler información
nunca abra enlaces de correos desconocidos. son herramientas de phishing.,0,ham,nunca abra enlaces correos desconocidos herramientas phishing
¡compra ahora y obtén 50% de descuento en viajar al caribe! [enlace],1,spam,compra ahora obtén 50 descuento viajar caribe enlace
oferta única: 5 años de suscripción gratis a un servicio prestigioso. solo 50 disponibles,1,spam,oferta única años suscripción gratis servicio prestigioso solo 50 disponibles
"investiga un esquema fraudulento que promete ganar $10,000 al día sin esfuerzo, envía tu dinero ahora y únete al programa exclusivo.",1,spam,investiga esquema fraudulento promete ganar 10000 día esfuerzo envía dinero ahora únete programa exclusivo
descarga el pdf urgente: clica aquí y evitarás multas. 🔒,1,spam,descarga pdf urgente clica aquí evitarás multas
"enlace peligroso: http://phishingsite.com.descargar, introduce tus credenciales para verificar tu cuenta bancaria.",1,spam,enlace peligroso httpphishingsitecomdescargar introduce credenciales verificar cuenta bancaria
¿qué planes tienes para el fin de semana? tal vez una caminata en el parque.,0,ham,planes fin semana tal vez caminata parque
¡no seas estafado! verifica si este mensaje es legítimo antes de compartir información personal.,0,ham,estafado verifica si mensaje legítimo compartir información personal
¡cтка aquí para recibir un descuento del 90% en pantene shampoo. oferta de toda la vida!,1,spam,aquí recibir descuento 90 pantene shampoo oferta toda vida
"hola, ¿cuál es tu opinión sobre el nueva película de superheroes?",0,ham,hola cuál opinión nueva película superheroes
"¡tu cuenta ha sido bloqueada! revisa la url: http://securebank.com/verify. si no te suena familiar, contáctanos. 🔥",1,spam,cuenta sido bloqueada revisa url httpsecurebankcomverify si suena familiar contáctanos
¡oferta de adulto! acceso completo a nuestra plataforma de contenido para mayores de 18 años.,1,spam,oferta adulto acceso completo plataforma contenido mayores 18 años
el clima en la ciudad está variable.,0,ham,clima ciudad variable
⚠️ alerta: hay un virus en tu correo. elimínalo ya.,1,spam,alerta virus correo elimínalo
"¡sorteo¡ si envías 50€, gana un iphone 14! 💸",1,spam,sorteo si envías 50 gana iphone 14
¿hay alguna actividad recreativa en la biblioteca?,0,ham,alguna actividad recreativa biblioteca
hoy cociné una sopa de lentejas con verduras frescas.,0,ham,hoy cociné sopa lentejas verduras frescas
contenido engañoso sobre curas milagrosas para el cáncer que no están respaldadas por evidencia científica.,1,spam,contenido engañoso curas milagrosas cáncer respaldadas evidencia científica
"invierte en este esquema piramidal, ganarás dinero rápido. hoy solo!",1,spam,invierte esquema piramidal ganarás dinero rápido hoy solo
"hola, ¿puedo cambiar mi fecha de entrega?",0,ham,hola puedo cambiar fecha entrega
¡opiniones solo para ti! envía tu dirección para recibir verdadera recomendaciones.,1,spam,opiniones solo envía dirección recibir verdadera recomendaciones
visita nuestro sitio web www.fakehealth.com para comprar productos milagrosos que curan cualquier enfermedad.,1,spam,visita sitio web wwwfakehealthcom comprar productos milagrosos curan cualquier enfermedad
esta mañana descubrí un poema de federico garcía lorca en la librería.,0,ham,mañana descubrí poema federico garcía lorca librería
¡atención! tu cuenta ha sido bloqueada por actividad sospechosa. verifica tu identidad en el siguiente enlace.,1,spam,atención cuenta sido bloqueada actividad sospechosa verifica identidad siguiente enlace
hoy me enteré que el mercado de acciones está en caída. ¿consejos?,0,ham,hoy enteré mercado acciones caída consejos
el proyecto de ley será votado la próxima semana; los ciudadanos pueden enviar sus comentarios antes del viernes.,0,ham,proyecto ley votado próxima semana ciudadanos pueden enviar comentarios viernes
"descuento del 90% en medicamentos sin receta, envío gratis.",1,spam,descuento 90 medicamentos receta envío gratis
¡alerta! su cuenta fue accedida desde un país extranjero. clic aquí para confirmar → spam,1,spam,alerta cuenta accedida país extranjero clic aquí confirmar spam
hoy aprenderé a cocinar paella en un curso online. ¿quieres que te recomiende uno?,0,ham,hoy aprenderé cocinar paella curso online quieres recomiende
"gana dinero fácil sin esfuerzo, solo es tableta.",1,spam,gana dinero fácil esfuerzo solo tableta
¿alguien puede ayudar a traducir este documento técnico al español?,0,ham,alguien puede ayudar traducir documento técnico español
promoción única: envía este mensaje y recibe una suscripción gratuita a nuestro servicio premium.,1,spam,promoción única envía mensaje recibe suscripción gratuita servicio premium
hoy hablé con el doctor sobre mi tensión. me indicó tomar más frutas y menos café 🍎☕,0,ham,hoy hablé doctor tensión indicó tomar frutas menos café
¡hola mundo! ¿quédas aqui hoy? 🚀💥 ¡ofrece más que tu competencia! 😂,1,spam,hola mundo quédas aqui hoy ofrece competencia
"¡urgente! si no actúas en 5 minutos, perderás tu descuento.",1,spam,urgente si actúas minutos perderás descuento
descarga esta app para el juego gratis: [enlace]. ¡recibirás un virus oculto!,1,spam,descarga app juego gratis enlace recibirás virus oculto
"haga click aquí y gane un viaje a europa sin costo, pero actúe rápido",1,spam,haga click aquí gane viaje europa costo actúe rápido
suscríbete a nuestro canal para recibir ofertas diarias. ¡todo es 100% real y verificable! 🎯,1,spam,suscríbete canal recibir ofertas diarias 100 real verificable
compré un libro interesante sobre historia del arte en la librería.,0,ham,compré libro interesante historia arte librería
¡feliz cumpleaños! aquí hay un regalo virtual en forma de poemas divertidos.,0,ham,feliz cumpleaños aquí regalo virtual forma poemas divertidos
tengo una reunión a las 10:00 con el equipo de proyectos para revisar el avance.,0,ham,reunión 1000 equipo proyectos revisar avance
estoy pensando en inscribirme a un curso de cocina italiana.,0,ham,pensando inscribirme curso cocina italiana
compartiré este enlace de youtube con mi amigo. ¡excelente tutorial de guitarra! 🎸🔥,0,ham,compartiré enlace youtube amigo excelente tutorial guitarra
envíame un mensaje de texto si estás interesado en colaborar en nuestro proyecto de investigación.,0,ham,envíame mensaje texto si interesado colaborar proyecto investigación
¡sorteo de iphone 14! envíe este mensaje a 5 personas y gana. ¡no lo pierda!,1,spam,sorteo iphone 14 envíe mensaje personas gana pierda
mensaje no solicitado: compra nuestro producto revolucionario hoy y ahorra un 90%.,1,spam,mensaje solicitado compra producto revolucionario hoy ahorra 90
urgente: tu package de envío está bloqueado. haz clic en el link y paga la tarifa para liberarlo.,1,spam,urgente package envío bloqueado haz clic link paga tarifa liberarlo
¡atención! el paquete que ordered no llegó. ¿ quiere reenviarlo?,0,ham,atención paquete ordered llegó quiere reenviarlo
haz clic aquí y descarga el archivo 'documento_important.exe' que mejorará tu pc.,1,spam,haz clic aquí descarga archivo documentoimportantexe mejorará pc
"¡clic aquí para ganar $1,000,000! ingresa tu datos personales. 💸🎁",1,spam,clic aquí ganar 1000000 ingresa datos personales
¿podrías interesarte en una clase de fotografía para principiantes?,0,ham,podrías interesarte clase fotografía principiantes
¿sabes la receta de empanadas tradicionales? ¡ayúdame a prepararlas!,0,ham,sabes receta empanadas tradicionales ayúdame prepararlas
¡descarga esta app para ganar premios diarios! solo regístrate y compártele con amigos.,1,spam,descarga app ganar premios diarios solo regístrate compártele amigos
🚀 oferta única: gana 1000€ al día invertiendo en mi esquema secreto. ¡regístrate ya!!!,1,spam,oferta única gana 1000 día invertiendo esquema secreto regístrate
¿sabías que einstein tenía un medio hermano? ¿quieres un libro exclusivo sobre su vida? ¡ofrecemos 100 copias gratuitas!,1,spam,sabías einstein medio hermano quieres libro exclusivo vida ofrecemos 100 copias gratuitas
¡gracias por su compra! su pedido se enviará en 24h. código de seguimiento: abc123,0,ham,gracias compra pedido enviará 24h código seguimiento abc123
mensaje de phishing: confirma tus datos bancarios en el siguiente enlace para recibir una bonificación.,1,spam,mensaje phishing confirma datos bancarios siguiente enlace recibir bonificación
estoy organizando un picnic este fin de semana. ¿quieres ir?,0,ham,organizando picnic fin semana quieres ir
enlace peligroso: http://malwarelink.com/xyz que instala un troyano,1,spam,enlace peligroso httpmalwarelinkcomxyz instala troyano
me encanta la receta de lentejas que aprendí en la escuela de cocina.,0,ham,encanta receta lentejas aprendí escuela cocina
voy a hacer ejercicio mañana por la mañana.,0,ham,voy hacer ejercicio mañana mañana
necesito ayuda con mi hoja de cálculo de excel. ¿podría revisarla? 📊,0,ham,necesito ayuda hoja cálculo excel podría revisarla
queremos compartir contigo fotos y videos de gato. ¡síguenos en @gatosconchamarras!,0,ham,queremos compartir contigo fotos videos gato síguenos gatosconchamarras
estoy leyendo un libro fascinante sobre historia.,0,ham,leyendo libro fascinante historia
¡oferecemos créditos gratis para ti! visita nuestro sitio web y reclámalos ahora.,1,spam,oferecemos créditos gratis visita sitio web reclámalos ahora
¡oferta: 3 noches en hotel 5 estrellas por $99! llama al 01-800-xxx-xxxx.,1,spam,oferta noches hotel estrellas 99 llama 01800xxxxxxx
¿alguna vez probaste el café de xochipilli? me encanta su churchill con leche condensada,0,ham,alguna vez probaste café xochipilli encanta churchill leche condensada
¡gana 1000€ ahora! envía un mensaje con 'gana' y recibirás instrucciones adicionales. ¡oferta limitada a 50 personas!,1,spam,gana 1000 ahora envía mensaje gana recibirás instrucciones adicionales oferta limitada 50 personas
soy fan de la banda: the midnight. ¿tienen cientos de reproducciones suを開도가? 🎶👍,0,ham,fan banda the midnight cientos reproducciones
¡¡¡oferta gratis!!! compra 3 productos y recibirás 1 eur gratis sin caer en estafas. ¡ahora!,1,spam,oferta gratis compra productos recibirás eur gratis caer estafas ahora
invierte ahora y duplica tu dinero en 24 horas. ¡no te lo perderás!,1,spam,invierte ahora duplica dinero 24 horas perderás
¡oferta exclusiva! compra ahora y ganari 10.000 euros en 24 horas,1,spam,oferta exclusiva compra ahora ganari 10000 euros 24 horas
aquí está el resumen de la reunión de ayer sobre el proyecto x.,0,ham,aquí resumen reunión ayer proyecto
mi familia y yo vamos a viajar a la costa el próximo mes de agosto.,0,ham,familia vamos viajar costa próximo mes agosto
necesito recordar comprar leche y pan en el supermercado.,0,ham,necesito recordar comprar leche pan supermercado
prueba este remedio casero yformeras adiós al estrés. envíame tu número para recibirlo gratis.,1,spam,prueba remedio casero yformeras adiós estrés envíame número recibirlo gratis
"hola, te mando el informe que prometí, lo encontrarás adjunto.",0,ham,hola mando informe prometí encontrarás adjunto
recordatorio: recoger tus cosas del almacén antes del viernes 📅,0,ham,recordatorio recoger cosas almacén viernes
descarga esta app para ganar premios diarios. ¡fácil y seguro! 🎉🎉🎉,1,spam,descarga app ganar premios diarios fácil seguro
!!! oportunidad de negocio en casa. invierte $500 y estarás rico en 7 días. ¡es intenso!,1,spam,oportunidad negocio casa invierte 500 rico días intenso
"descarga esta aplicación para mejorar tu salud, pero contiene publicidad agresiva y solicita datos personales.",1,spam,descarga aplicación mejorar salud contiene publicidad agresiva solicita datos personales
publicidad no solicitada de seguros de vida: contrata hoy y recibe una bonificación de $500.,1,spam,publicidad solicitada seguros vida contrata hoy recibe bonificación 500
me gustaría informarte que el proyecto se completará la próxima semana.,0,ham,gustaría informarte proyecto completará próxima semana
¿podrías compartir tu código fuente en github?,0,ham,podrías compartir código fuente github
descubre los mejores restaurantes de sushi en tu zona con reseñas verificadas.,0,ham,descubre mejores restaurantes sushi zona reseñas verificadas
"estimado cliente, ¿interesado en un préstamo rápido con intereses del 5% anual? para más info: enlace de google drive.",1,spam,estimado cliente interesado préstamo rápido intereses anual info enlace google drive
su factura venció hace 2 semanas. pague aquí: www.pagospam.com,1,spam,factura venció hace semanas pague aquí wwwpagospamcom
¡reclama tu 10% de descuento en tu próxima compra! solo para usuarios de nuestra app.,1,spam,reclama 10 descuento próxima compra solo usuarios app
estoy planeando un viaje a barcelona el próximo verano.,0,ham,planeando viaje barcelona próximo verano
el nuevo modelo de coche eléctrico promete una autonomía de 500 km.,0,ham,nuevo modelo coche eléctrico promete autonomía 500 km
¡promoción exclusiva! ganarás un iphone gratis solo por responder este mensaje. clic aquí -> http://spamlink.com,1,spam,promoción exclusiva ganarás iphone gratis solo responder mensaje clic aquí httpspamlinkcom
este libro sobre psicología es muy interesante. lo leí en una semana y lo recomiendo.,0,ham,libro psicología interesante leí semana recomiendo
el libro que estoy leyendo trata sobre la historia del arte contemporáneo y sus principales corrientes.,0,ham,libro leyendo trata historia arte contemporáneo principales corrientes
comparto contigo fotos de mi viaje a machu picchu. ¿te gustan?,0,ham,comparto contigo fotos viaje machu picchu gustan
¿dónde puedo conseguir un template de currículum vitae en pdf? recomiendas alguna web confiable?,0,ham,dónde puedo conseguir template currículum vitae pdf recomiendas alguna web confiable
la música clásica ayuda a mejorar la concentración durante el trabajo.,0,ham,música clásica ayuda mejorar concentración trabajo
evento cultural: exposición de arte contemporáneo en la alcaldía. fecha: 15 de mayo. 🎨,0,ham,evento cultural exposición arte contemporáneo alcaldía fecha 15 mayo
⚠️ urgente: tu cuenta ha sido seleccionada al azar para recibir una recompensa especial. presiona el botón y reclama tu regalo antes de que expire.,1,spam,urgente cuenta sido seleccionada azar recibir recompensa especial presiona botón reclama regalo expire
esquema de pago: envía 300$ y recibe 1000$ en el mes siguiente. 100% garantizado.,1,spam,esquema pago envía 300 recibe 1000 mes siguiente 100 garantizado
"haz dinero fácil con nuestro programa de enriquecimiento rápido, sin esfuerzo.",1,spam,haz dinero fácil programa enriquecimiento rápido esfuerzo
hoy fuimos al cine. ¡la película fue increíble! ¿te gustó?,0,ham,hoy cine película increíble gustó
en la feria de artesanías encontrarás exhibiciones de cerámica y tejidos.,0,ham,feria artesanías encontrarás exhibiciones cerámica tejidos
¿necesitas ayuda con tus impuestos? soy contador especializado.,0,ham,necesitas ayuda impuestos contador especializado
