mensaje,spam,label
¿Sabias que el mate puede reducir el estrés? Únete a nuestra clase virtual cada domingo a las 5 PM.,0,ham
¡Inscríbete a nuestro club de pirámide y triplica tu dinero en 30 días! Envía-transferencia a la cuenta: 123456789,1,spam
Reminder: Tu cita con el doctor es mañana a las 10 AM en el Hospital Nacional.,0,ham
¡Alerta! Tu tarjeta de crédito está bloqueada. Ingresa tu contraseña aquí: www.banksafe.com,1,spam
Artículo: Científicos descubren una nueva especie de libélula en la Amazonía.,0,ham
¡Compra ahora y recibe 3 camisetas gratis! Código promocional: SHAMESPAM. ¡Oferta por tiempo limitado!,1,spam
¿Te gustaría compartir con nosotros tus recetas típicas de tu región? ¡Sigue nuestra página para más detalles!,0,ham
¡ skład cuentas de PayPal bloqueadas. Reclama tu acceso en 24 horas: www.paypalrecovery.com,1,spam
Informe sobre el aumento del turismo en España este verano. Fuente: Ministerio de Cultura.,0,ham
¡Suscríbete a nuestro mailing y podrás ganar un iPad! Solo 500 unidades disponibles.,1,spam
Evento comunitario: Taller gratuito de jardinería sostenible este sábado a las 2 PM.,0,ham
¡Evasión fiscal! Envía $2000 a nuestra direccion y recibirás un comprobante oficial de donación.,1,spam
Publicación: La biblioteca local necesita voluntarios para el mes de agosto.,0,ham
¡Oferta exclusiva! 100% descuento en curso de baile en línea: www. bailegracias.com,1,spam
"Hola, ¿cómo estuvo tu cita dental? Gracias por tu confianza.",0,ham
¡Compra now y recibe un 99% de descuento en ropa de marca! Solo un cupo disponible: www.modasuperdescuentos.com,1,spam
Notificación: Tu paquete de ropa llegó a la dirección 123 Main Street. No requires acción adicional.,0,ham
¡Hacking de cuentas! Envíame $50 para desbloquear tu WhatsApp Premium.,1,spam
¡OFERTA EXCLUSIVA! COMPRA AHORA Y GANARÁS 1000€ EN 24 HORAS. ¡NO LO PIERDAS!,1,spam
"Haz clic aquí para recibir dinero rápido: www.fastcash.com, te enviamos 5000€ si respondes ahora.",1,spam
¡TRABAJA DESDE CASA y gana 500€ diarios! Regístrate en https://ejemplo.com/ganar-dinero y empieza hoy.,1,spam
Sigue este enlace para descargar el software secreto que te hará millonario: malware.exe,1,spam
"Visita nuestro sitio de entretenimiento adulto: www.xxxsex.com, accede a contenido exclusivo.",1,spam
¡OFERTA IMPOSIBLE! Gana un iPhone gratis solo enviando tu dirección de correo. ¡Apúntate YA!!!,1,spam
¡URGENTE! Tu cuenta está comprometida. Verifica ahora en http://secure-login-bank.com o perderás tu saldo.,1,spam
Descarga la aplicación MODIMA y recibe premios diarios. Haz clic aquí: www.modima.com/download,1,spam
"¡CÓMPRALO AHORA! El mejor suplemento para perder peso en 7 días, resultados garantizados.",1,spam
"¡MEGA PROMOCIÓN! Compra 2 y lleva 3, solo por tiempo limitado. ¡APÚRATE!",1,spam
"Este es un mensaje secreto para los ganadores del concurso, responde con tu contraseña para recibir premios.",1,spam
"¡VISITA NUESTRO SITIO DE COMPRAS! Todo al 99% de descuento, haz clic aquí: www.descuentosx.com",1,spam
El clima mañana será parcialmente nublado con temperaturas entre 18 y 24 grados Celsius.,0,ham
Preparé una deliciosa paella tradicional con mariscos frescos y especias aromáticas.,0,ham
Leí un artículo interesante sobre los avances en energías renovables.,0,ham
Mi perro disfruta correr en el parque cada mañana antes del trabajo.,0,ham
La biblioteca municipal abrió una nueva sección dedicada a literatura clásica.,0,ham
Me inscribí en un curso de fotografía para mejorar mis habilidades visuales.,0,ham
El concierto de jazz esta noche promete ser una experience memorable.,0,ham
Compré víveres en el mercado local y encontré frutas de temporada a buen precio.,0,ham
Mi hermana viaja a Barcelona el próximo mes para asistir a una feria de arte.,0,ham
¡AVISO! Papelera de donaciones falsas en circle.com. Estafa financiera. Cree en donaciones globales. Enlace sospechoso.,1,spam
"🎉🎉 Ofrecemos créditos personales al 0% de interés. ¡Solo por hoy! 🎁💸 Escriba ""SÍ"" para más info.",1,spam
"Hola amigo, ¿puedo pedirte que me ayudes con mi tarea de español? Te envío el enlace a un video explicativo.",0,ham
"Urgencia: Enviar dinero a un ""amigo"" en Venezuela. Oportunidad de 10x ganancias. No es un esquema ilegal. Asegúrese.",1,spam
¡Descarga nuestra app GRATIS! Acceso a miles de cursos en línea. ¡100% segura! Sitio oficial: appdomtio.com,1,spam
Soy actividad deportiva local. ¿Quieres unirte al equipo de fútbol? Prácticas los sábados. ¡Libre para mensajes!,0,ham
"¿Preocupado por el aumento de precios del pan? ¡Aquí tienes receta infalible para hacer pan artesanal! Ingredientes: harina, agua, sal.",0,ham
"🚨 PICAJE DESTACADO 🚨 Estafa de estado: Enviar dinero a un ""amigo"" que promete entregar oro digital. ¡No caigas!",1,spam
¡Nuevo capítulo de la saga de novelas fantásticas! Disponible en papel y ebook. ¡Regístrate gratis para recibirlo!,0,ham
"¡Esquema piramidal: Paga $50 para rejoindre, recibe $100. Invita a otros y gane más. ¡Rapidez urgente!",1,spam
Publicidad oficial:lubricantes para autos. Disponible en la plaza de carros cerca de la biblioteca.ís: 9am-6pm.,0,ham
¡Compre ahora! 50% de descuento en vapor reps. Enlace oficial: compratemp.com (sin título),1,spam
"Hola, soy Maria. Estoy buscando un compañero para un viaje a Cancún. ¿Interesado en compartir gastos?",0,ham
🔥 Oferta de prueba! Prueba nuestro suplemento energético. ¡Solo 24h en oferta! (¿Es real?),1,spam
Alerta de seguridad: Su perfil en la app móvil fue accedido desde una ubicación desconocida. Cambie contraseña.,0,ham
¡¡¡OFERTA GRATIS!!!! Envío gratis en $50. ¡No pase la mano y compra ahora! (40% de descuento),1,spam
¿Sabías que?** El 70% de los estudiantes son improving sus habilidades de redacción en español. Curso online disponible.,0,ham
🚨LADRÓN ALERTA🚨 Encuentre al ladrón que robó usando esta foto de su perro. ¡Pague $2000 en bitcoins!,1,spam
Invitaciones a comunidad de Facebook: Grupo de apoyo para padres de niños con discapacidades. ¡Únase gratis!,0,ham
¡Descarga este juego ahora! ¡Gana oro infinito! (Juega gratis sin descargas),1,spam
Mi Albion sobre piedra: ¿Quiere jugar conmigo hoy a las 5pm en el parque?,0,ham
🌍 Donación: 1% por cada compra se envía a causas ambientales. Código: AMBIENTE2023,0,ham
¡FUERA DE SUGERENCIA! Teléfono roto? ¡Ofrecemos reparaciones a bajo costo en nuestra tienda al lado del supermercado!,0,ham
🐘 Estafa de cifrado: Reciba una herramienta para descifrar cualquier cuenta bancaria. ¡Envíenos su contraseña!,1,spam
Actualización: Evento cultural gratis este viernes en la ciudad. Música tradicional y food truck. ¡Grati보다는 venir al centro!,0,ham
¡Vende tus riendas ahora! Maza por 50€. Urgente.,1,spam
Invisión rápida: Invierte en este 'programa secreto' y duplica tu capital en 24 hrs.,1,spam
Tú cuentas comprometidas. Haz clic aquí para restablecer tu contraseña.,1,spam
El agua del grifo en Madrid cura el Alzheimer. Estudios зри.,1,spam
Descarga este 'archivo PDF' para obtener un premio en efectivo.,1,spam
Contenido exclusivo para adultos. Accede aquí para ver más.,1,spam
¡GRAN PREMIO!!! 🎉🎉🎉 Sábete en nuestro sitio y gana dinero fácil.,1,spam
Oferta por tiempo limitado: compra 3 apps de fitness y el 4ª GRATIS.,1,spam
Este sistema te permitirá ganar 1000€ al día sin trabajo. ¡Garantizado!,1,spam
Tu paquete de vacaciones está bloqueado. Haz clic para revalidarlo.,1,spam
El chocolate orgánico cures el cáncer. Compra el nuestro.,1,spam
Haga clic en el enlace para ver un video 'especial' de mortgage.,1,spam
¡Financiamiento urgente! Envía 10€ para obtener 1000€.,1,spam
¡Oferta:.background a mitad de precio! Haz clic aquí.,1,spam
¡Gana dinero fácil! Envía $500 y te pagamos $5000.,1,spam
Esquema piramidal: invierte en este 'fondo' y triplica tu dinero.,1,spam
¡Atención! Tu cuenta está en riesgo. Regresa a suelenaCliquea en 'restablecer contraseña'.,1,spam
Publicidad: Mira mi nuevo curso en línea: 'Cómo desarrollar apps en 24 horas'.,1,spam
¡Es falso! No se trata de un estudio médico real. Estafa.,1,spam
Oferta:Suscríbete a nuestra lista para obtener un 50% de descuento en libros.,0,ham
"Hola, ¿cómo estás? Vamos a almorzar más tarde.",0,ham
Noticia: Estudios muestran que el ejercicio reduce el estrés en un 30%.,0,ham
¡Atención! Nuestra oficina está cerrada el lunes. Llama al +34 612 345 678.,0,ham
¿Enviaste tu pedido? Acaba de saldrar. ✅,0,ham
Estafa: Paga con esta app y ganarás puntos VIP.,1,spam
¿Tienes قطط? Enviamos comida gratis si te unes a nuestro grupo.,0,ham
¡Escanea este código para obtener un cupón de $10! 🎉,1,spam
Tu amigo Carlos acaba de tener un bebé. Necesitas un regalo.,0,ham
¡Este injection mejora tu salud! ¡Es gratuito! 💊,1,spam
¿Sabes qué película ver hoy? Recomiendo 'La Vida es un Sueño'.,0,ham
Oficial: Nuestro estacionamiento está lleno. Paga $10 por 24 horas.,0,ham
"¡Robo de identidad! Sin tus datos, no podrías robarte.",1,spam
Noticia: El presidente prometió mejoras en transporte.,0,ham
Oferta: 3 meses gratis de Netflix si te suscribes ahora.,0,ham
¡Haz clic aquí para confirmar tu compra y ganar un viaje!,1,spam
"Hola, ¿te gustaríabir a un café este viernes?",0,ham
Este medicamento cura el resfriado en 24 horas. ¡Solo para tú!,1,spam
Invitación: Mesa de vinyl en el centro cultural. Gratis.,0,ham
¡Oferta exclusiva! Compra ahora y recibe un 50% de descuento en viajes a París. Solo 3 cupos disponibles. 😍👇,1,spam
Mi hermano gained 10 kg en 2 semanas con este suplemento milagroso: https://ejemplo.com/suplemento,1,spam
¡Alerta! Su cuenta bancaria ha sido bloqueada por actividad sospechosa. Haga clic aquí para restaurarla: LINK_PFP,1,spam
Política urgente: La empresa XYZ anuncia despidos masivos mañana. ¿En qué hacen sus planes laborales? #Fraude,1,spam
Nuevo curso intensivo de matemáticas en 48 horas. inscription confirmada con código: MATH2023,0,ham
¿Alguien conoce un buen restaurante de sushi cerca de Enero 123? Tambien me interesa si hay museos cerca,0,ham
<<Anuncio>>: Ofrezco mi auto para la venta a $5000. Contacte al 555-1234 para mas info,0,ham
¡JUEGA AHORA y gana premios en efectivo! Sorteo con solo un clic: https://suerte.com,1,spam
Llamada de un desconocido que dice ser del banco y me pide mi número de seguro social. ¿Es estafa?,0,ham
Día sexual libre hoy. Todos los servicios disponibles. #Seduccion,1,spam
Actualización: El nuevo iPhone 15 será demasiado caro para muchos. Previsiones de mercado 2024,0,ham
URGENTE: Su vídeo en YouTube fue borrado. Recupérelo aquí: (LINK_MALVICIO),1,spam
Aj весьма нравится ваш текст. Pero ¿por quéWrite in Spanish?,0,ham
Política de privacidad actualizada. Lea los cambios aquí: LINK_REAL,0,ham
Ofrecen cursos gratis de programación para mujeres. Inscripción ventanilla abierta: https://curso.uk,0,ham
Escazo: La empresa de tu ex te envia un러스 y un link. ¿Confias?,0,ham
¡Gana 1000€ hoy solo por responder este mensaje!,1,spam
Descargue gratis mi APP para conocer a solteros cercanos. Solo un click,1,spam
El doctor Martinez recomienda este medicamento para la diabetes. Es 100% seguro,0,ham
¿Quieres venir a mi cumpleaños este sábado? manj runat website.com,0,ham
Comparto este enlace: https://not-spam.com/articulo-interesante sobre el cambio climático,0,ham
🚨 Charlatanes alert! Esto es una mentira: ¡Tu sobrino será reelegido por 10x!,1,spam
Relación con el vecino: Necesito ayuda para cargar la batería de mi auto,0,ham
Puedes ganar un iPhone 14 si envías ese $200 al supuesto 'soporte técnico',1,spam
Reflexión personal: Hoy aprendí que la tensión genera más problemas que soluciones,0,ham
¡Oferta exclusiva: Gana iPhone gratis al suscribirte a este canal! 😍😍😍,1,spam
Estás wellsjado por un premio de $1M. Responde al siguiente mensaje para reclamarlo,1,spam
"Hola, ¿cómo estás? Quería preguntar sobre el presupuesto del proyecto",0,ham
¡Clic aquí para descargar el software anti-virus y proteger tu PC! [enlace malicioso],1,spam
Esta es una notificación oficial de tu banco. Actualiza tu contraseña ahora,1,spam
¡Compra este curso y conviértete en diseñador web en 30 días! 🚀🚀,0,ham
¡Tu sobrino necesita tu ayuda urgente! Envíanos dinero rápido por Venmo,1,spam
Artículo sobre los mejores restaurantes en Madrid. ¡Visítalos pronto!,0,ham
Escema piramidal: Invierte en 5 amigos y domina la_action,1,spam
Recibirás un 50% de descuento en tu próxima compra. Código: ESPL007,0,ham
¡No ignores este spiderware! Se Stop si no haces clic aquí,1,spam
"Hola, vengo a compartir contigo un documento importante sobre horarios",0,ham
Ofrecemosخيividad doble en seguidores de Instagram. Paga $20 por 10K,1,spam
"Estimado cliente, le informamos que su paquete llegará en 48h",0,ham
"¡ADVERTENCIA! Link de.checkup gratis de VPN. Sin costo, 0 riesgo",1,spam
Vamos a cenar en el nuevo restaurante mexicano en центр,0,ham
¡H 대해서 손님 인원 늘리 then!,1,spam
Tu amigo Juan está actualmente en línea y quiere hablar contigo,0,ham
Sorteo: Gana un viaje a Bali si participas en nuestra campaña,0,ham
Estafa: Envía $50 a un número y recibe $500,1,spam
Receta rápida para pasta: solo 3 ingredientes,0,ham
¡Este sitio web es 100% seguro! Compra productos de lujo económicos,1,spam
¿Te gustaría acompañarme al cine este sábado?,0,ham
¡ATENCIÓN! Tu cuenta de streaming será bloqueada si no confirmas,1,spam
Oferta especial: Boletos para el concierto de tomorrow a 50% off,0,ham
¡Haga clic aquí para acceder a su cuenta! No hace nada y su seguridad está en riesgo. [enlace sospechoso],1,spam
¡Oferta exclusiva! Garantizado ganar $5000 en 24 horas. Únicamente compartiendo este mensaje... ¡Invítale a 5 personas!,1,spam
⚠️ ¡Atención! Su contrato de internet vencerá en 24 horas. Llámenos al 999-999-999 para renovar y evitar servicios interrumpridos,0,ham
¡Compra ahora y recibe un 70% de descuento! Productos orgánicos de calidad. ¡Incrementa tu salud y ahorra!,1,spam
"Hola, ¿quisieras probar mi receta del postre más famoso de Madrid? Te la envío por WhatsApp",0,ham
¡Lanzamiento nuevo! Suscríbete a nuestro grupo y recibirá descuentos por vida. ¡Solo 100 cupos disponibles!,1,spam
Noticias: El parque local lanza un nuevo sendero ecológico este fin de semana. Gratis para residentes,0,ham
¡Huelga de hamburguesas! Si come en cafeterías será multado. ¡Apoyemos a los trabajadores!,0,ham
🚨 Alerta de phishing: Reciba este mensaje significa que su computadora está infectada. No haga clic en nada,1,spam
¿Necesita ayuda con su proyecto de graduation? Tuvimos 100% éxito el año pasado,0,ham
¡Verano 2024! Promoción de patines en el río. Recuerde velar por la seguridad,0,ham
¡Oferta urgente! Envío gratuito en 48 horas. Use código ZDISCOUNT100. Oferta válida solo hasta agotar stock,1,spam
"Hola, soy su vecino y quiero organizar una limpieza del jardín. ¿Puede participated?",0,ham
🔥 Oportunidad única: recuperación rápida de datos perdidos. Llámenos al 1234-5678. ¡Demasiado bien para ser verdad!,1,spam
Nuevo evento cultural: concierto de flamenco en el teatro municipal. Sábado a las 21:00 horas,0,ham
"⚠️ Su plazo de pago expira en 5 minutos. No pague con transferencia bancaria, es estafa",0,ham
¿Le gustaría suscribirse a nuestro boletín informativo? Le enviaremos consejos de viajes semanales,0,ham
¡OFERTA DESTRUCTIVA! Productos electrónicos a $10. ¡Solo 12 horas para aprovechar!,1,spam
El gobierno announces nuevas medidas para proteger la fauna en la selva amazónica,0,ham
🎉 Felicidades por su reciente promoción. Estamos organizando una cena especial para usted,0,ham
Hemos descubierto una nueva forma de curar la insomnio. Probéalo y comparte tu experiencia,1,spam
Necesito ayuda para traducir un documento oficial. ¿Puede asistirme?,0,ham
¡Solo 3 cupos disponibles! Reserva su lugar en el tourakis de.xlabel.com,1,spam
¿Tiene plátanos? Pequeña tienda cerca de la plaza para comprarlos,0,ham
⚠️ ¡Actualización crítica! Haga clic en los enlaces adjuntos para proteger su cuenta,1,spam
"¡Oferta exclusiva! Compre 2 unidades, envíe el código FUERTE2024 y obtenga un 50% de descuento. ¡URGENTE! ⏰✨",1,spam
"Hola, ¿puedes recomendarme un buen restaurante con vista al mar en Madrid?",0,ham
" intermediate financial advisor, is this legitimate? looking for quick returns.",0,ham
¿Algún amigo que necesite un amigo virtual para charlar? Soy nuevo aquí y quiero hacer amigos.,0,ham
¡Recauda 100€ en 24h yendo a este sitio web: http://gana-rapido.com. ¡Solo para hispanos!,1,spam
Quería compartir que el concierto de J Balvin en Madrid estaba increíble. ¡Total éxito!,0,ham
¡Gana un iPhone gratis! Solo responde con tus datos y el Sicherführer growl sugiere Otro5$ cada mes.,1,spam
Soy estudiante de ingeniería y necesitochungos datos sobre modelos climáticos para mi proyecto. ¿Puedo ayudarte?,0,ham
Email oficial: su factura de energía venció. Haga clic aquí para pagar: http://energia-sala.com/pagar. ¡Sin costo!,1,spam
Quieroregar un flan casero con yogur natural. ¿Alguna receta que recomiende?,0,ham
¡Haganme enteros! ¡Investigué un esquema donde invierto $1k y obtengo $5k en 7 días! Antes de que se acabe,1,spam
¿Sabenqué hora sale la próxima peli de Netflix? Me encantaría verla con amigos.,0,ham
Somos una organización sin fines de lucro que busca donaciones para construir una escuela en África. ¿Les interesa ayudar?,0,ham
¿Quieren enviarme 10€ para probar este nuevo servicio de streaming? ¡Total seguridad!,1,spam
"Abuela, ¿dónde guardas tus recetas favoritas? Necesito ayudarla a buscar en el celular.",0,ham
¡Oferta de trabajo! Trabaja en casa y gana 1000€ al mes sin experiencia. Escribe al CEOSITE: 987654321.,1,spam
¿Alguien conoce un buen spa cerca de aquí? Quiero relajarme un poco.,0,ham
Email de sapiensh opção: tucontraseñaexpiraen72h. Cambiala ya para evitar bloqueo. ¡Urgencia!,1,spam
"Sí, tengo una sobrina que necesita consejos para prepararse para su examen de bachillerato.",0,ham
¡Verifique su cuenta con este enlace y ganará 2 pasos cometendo en su каждый! Muy seguro.,1,spam
"Hola, ¿cómo estás? Me gustaría invitarte a mi cumpleaños el sábado. ¿Te animas?",0,ham
¡Revolution! Descarga esta app ahora: https://anonymus.github.io/2024. ¡Libre de virus!,1,spam
¿Alguien puede ayudarme a crear un menú para mi restaurante? Necesito ideas creativas.,0,ham
¡Aprende a gagner rápido en el forex con este sistema infalible! Mira este video: www.ganarforex.com/video.,1,spam
Quiero Quarterly reportsozial para mis finanzas. ¿Alguien puede recomendarme una app?,0,ham
¡Gana un viaje gratis a París! Solo haz clic en este enlace: http://spam-link.com. ¡No se escape la oferta!,1,spam
"Estimado cliente, su cuenta ha sidoactivada. Inicie sesión en: https://secure-login.net. Preguntas? Llame al 123456.",1,spam
Te envío un descuento exclusivo del 70% en productos electrónicos. ¿Listo para comprar? http://fraudestore.es,1,spam
"¡Urgente! Sus datos bancarios están siendo vendidos. Rec والضمان, transfiera $5000 a esta cuenta: XYZ123.",1,spam
¡Descarga gratis nuestra app! Accede a contenidos exclusivos y gana premios. Haz clic: http://malicious-app.com,1,spam
¡Únase a nuestra lotería internacional! Precio único: 0€. ¿ Quiere ser ganador? Responda a esta cadena.,1,spam
"Estimado usuario, su pedido fue cancelado por seguridad. No necesita responder, es una notificación falsa.",0,ham
"Hola, ¿quiere que le envíe detalles sobre el concierto de mañana en Madrid? Envíe un 'SI' para confirmar.",0,ham
¿Busca ofertas en libros? En nuestra tienda en línea tiene promociones diarias. Visite: https://libreria.es,0,ham
¡No ignore esta actualización de seguridad importante! Actualice su dispositivo ahora: http://secure-update.com,1,spam
"Abuela, ¿cómo estás? Te llamo desde Barcelona. ¿Te acuerdas del regalo que prometí?",0,ham
¡Alerta! Su navegador es vulnerable a virus. Descargue nuestro antivirus gratis: http://spyware.net,1,spam
Hemos encontrado una brecha en nuestra política de privacidad. Lea nuestro aviso legal aquí.,0,ham
"¡Gana 1,000€ en efectivo al referir a un amigo! Solo un cupo por día. Enviar mensaje: Hola, ¿me recomiendas?",1,spam
"Estimado cliente, nuestro restaurante está lleno. Reserve mesa en www.restaurante.com antes de las 20:00.",0,ham
"¡Oferta urgente! Compra 3 botellas, paga 1. Tiene 24 horas para actuar. http://fraud-deal.es",1,spam
"Hola, soy tu amigo Carlos. ¿Vine a verte el domingo? Lávame la ropa, por favor.",0,ham
¡Alert! Su casa ha sido hackeada. Actualice su portátil ahora: http://hacked-system.com,1,spam
"¿Quiere un Paquete de Viaje cinco estrellas? Opciones para París, Nueva York o Tokio. Llame al 800-123-4567.",0,ham
¡Esquema piramidal alerta! Invierta ahora y multiplique sus ganancias. http://pyramid-scheme.es,1,spam
"Hola, ¿puede ayudarme a cambiar la contraseña de mi cuenta de Netflix?",0,ham
¡Las mujeres más calientes buscan hombres! Únase a nuestro chat en vivo: http://adult-chat.net,1,spam
"Estimado cliente, su devolución fue procesada. Se le enviarán los fondos en 3-5 días hábiles.",0,ham
¡Oferta sinهود! Comprar ahora y obtenga un 50% de descuento. Disponible solo para buyers urgentes. 🔥,1,spam
¿Compra productos gourmet? Tenemos un catálogo nuevo con envío gratis. Visítenos en www.gourmet.es,0,ham
"¡Oferta limitada! Compra ahora y recibe un 90% de descuento, solo por hoy!!!",1,spam
"Descubre el secreto para hacerse rico rápido con este esquema piramidal, ¡garantizado!",1,spam
"Este es un intento de phishing para robar tus credenciales, haz clic aquí.",1,spam
Publicidad comercial no solicitada: compra este producto milagroso ahora mismo.,1,spam
"¡URGENTE! HAZ CLIC YA para obtener un premio increíble, ¡NO LO PIERDAS!!!",1,spam
Visita este sitio web que contiene malware peligroso para tu computadora.,1,spam
Contenido para adultos: imágenes explícitas disponibles al instante.,1,spam
Uso excesivo de mayúsculas y signos de puntuación para captar tu atención!!!!,1,spam
"Esquema fraudulento para conseguir dinero rápido, envía tu información.",1,spam
Información engañosa sobre una supuesta cura milagrosa para la enfermedad.,1,spam
Enlace dañino que puede redirigirte a una página de robo de datos.,1,spam
"Promoción de contenido prohibido, accede a material no apto para menores.",1,spam
Texto con muchos emojis 🎉💰🚀 para llamar tu atención.,1,spam
El mercado local ofrece frutas frescas todos los sábados.,0,ham
Me gusta caminar en el parque durante los domingos.,0,ham
La biblioteca tiene una nueva colección de libros de poesía.,0,ham
¿Qué tal si nos encontramos para tomar un café?,0,ham
La reunión será el martes a las diez de la mañana.,0,ham
Receta fácil de tortilla de patatas para la cena.,0,ham
Los niños juegan en el patio de la escuela.,0,ham
Estudié arquitectura en la universidad durante cinco años.,0,ham
El libro que estoy leyendo habla sobre la historia del arte.,0,ham
Mi familia planea viajar a la costa el próximo mes.,0,ham
¿Has visto la nueva serie de Netflix que salió esta semana?,0,ham
La temperatura máxima de hoy será de 25 grados Celsius.,0,ham
"¡Oferta limitada! Compra ahora y gana un 100% de descuento, solo por tiempo limitado.",1,spam
"Envía dinero a este número para recibir 10,000 dólares al instante. ¡Gana rápido!",1,spam
Haga clic aquí para descargar el archivo secreto que te hará rico.,1,spam
¡Descubre el secreto del dr. X para curar el cáncer en 3 días! Sin receta.,1,spam
Visita http://malicious-site.com y descubre ofertas exclusivas.,1,spam
"Paga solo $5 y recibe un iPhone gratis, ¡Oferta única!",1,spam
Únete a nuestro esquema piramidal y triplica tu dinero en una semana.,1,spam
Te enviamos una invitación especial para comprar productos de belleza para adultos a precios bajos.,1,spam
"¡COMPRA AHORA! 100% DE DESCUENTO EN TODOS LOS PRODUCTOS, ¡NO LO PIERDAS!",1,spam
Haga clic aquí para ver fotos exclusivas y ofertas irresistibles.,1,spam
Tu cuenta está bloqueada. Verifique su información en https://login-falso.com para evitar suspensión.,1,spam
Oferta irresistible: 10 iPads gratis! Solo paga el envío.,1,spam
Descarga esta app para hackear redes Wi-Fi vecinas.,1,spam
¡Participa en nuestro concurso y gana un viaje a las Bahamas! Envía tu número de tarjeta.,1,spam
Me gusta caminar por el parque los domingos y leer poesía.,0,ham
La reunión del proyecto será el viernes a las 10:00 en la sala de conferencias.,0,ham
¿Qué tal si probamos una receta de paella para la cena?,0,ham
Hoy vi una película interesante sobre la historia del arte.,0,ham
Necesito comprar nuevos cables USB antes de que se agoten.,0,ham
Mi perro se llama Bella y le encanta correr en el jardín.,0,ham
El clima mañana será parcialmente nublado con temperaturas de 22°C.,0,ham
Estoy aprendiendo a tocar la guitarra y practico todos los días.,0,ham
La biblioteca abrirá sus puertas hasta las 20:00 este fin de semana.,0,ham
Recién descubrí un libro fascinante sobre astronomía.,0,ham
¿Cuál es tu canción favorita de los 80?,0,ham
¡Haz dinero rápido con este esquema exclusivo! Haz clic aquí y empieza a ganar hoy.,1,spam
Oferta especial: ¡Obtén un iPhone gratis solo por compartir este mensaje!,1,spam
Publicidad comercial no solicitada: compra ahora y recibe un descuento del 80%.,1,spam
Visita este sitio para ver contenido exclusivo para adultos y sin censura.,1,spam
"¡URGENTE! Tu cuenta bancaria ha sido suspendida, verifica aquí: http://phishing.com",1,spam
Descubre el secreto para aumentar tus ventas exponencialmente sin esfuerzo.,1,spam
¡Compra ahora mismo! Ofrecemos los mejores suplementos milagrosos al 50% de precio.,1,spam
"¡ATENCIÓN! Mensaje limitado: Gana una lotería sin comprar boletos, solo comparte.",1,spam
FREE VPN - Click aquí para descargar y proteger tu conexión.,1,spam
"¡OFERTA IMPRESCINDIBLE! Suscripción gratuita a noticias falsas, solo por tiempo limitado.",1,spam
Haz clic y gana un iPhone nuevo en 24 horas sin hacer nada.,1,spam
"Publicidad agresiva: Compra ya, ofertas imposibles, solo para ti.",1,spam
Mensaje no solicitado: Compra nuestro producto revolucionario hoy y ahorra un 90%.,1,spam
Me gusta caminar en el parque los domingos.,0,ham
La reunión será el viernes a las 10am en la oficina central.,0,ham
Receta de tortilla de patatas paso a paso.,0,ham
El clima mañana será soleado con temperaturas de 25 grados.,0,ham
¿Qué libros recomiendan para principiantes en programación?,0,ham
Mi perro se llama Max y le encanta correr en el jardín.,0,ham
¿Pueden recomendarme una película reciente?,0,ham
El proyecto está en fase de pruebas y se espera lanzar en junio.,0,ham
¿Has visto el partido de fútbol de ayer?,0,ham
Planificando viajes a la costa este del país.,0,ham
Estoy leyendo un libro fascinante sobre historia del arte.,0,ham
¡Oferta especial! Compra ahora y gana el doble de puntos.,1,spam
Descubre el secreto para invertir y hacerse rico en 24 horas sin riesgo.,1,spam
"Servicio de préstamo rápido sin intereses, solo envía tus datos.",1,spam
"Cuidado! Tu cuenta ha sido comprometida, verifica aquí.",1,spam
"Campeón de dietas milagro, pierde 10kg en una semana sin esfuerzo.",1,spam
¡Envía este mensaje y recibe una tarjeta de regalo de 100€!,1,spam
Haz clic aquí para descargar una aplicación exclusiva que te hará ganar dinero.,1,spam
Solicitud urgente: confirma tu identidad para evitar bloqueo de cuenta.,1,spam
"Promoción limitada: compra un producto y recibe otro gratis, solo por hoja de ruta.",1,spam
Descarga el archivo adjunto para actualizar tu software y recibir premios.,1,spam
¡Haz crecer tu negocio con publicidad viral garantizada!,1,spam
Únete a la comunidad de inversionistas y asegura tu futuro financiero hoy.,1,spam
Me gusta caminar por el parque los domingos.,0,ham
El libro que estoy leyendo trata sobre historia del arte.,0,ham
Programar en Python me ayuda a resolver problemas complejos.,0,ham
¿Te has probado la nueva receta de paella que encontré?,0,ham
Ayer visité el museo y vi una exposición de fotografía.,0,ham
Mi hermano está estudiando medicina en la universidad.,0,ham
Planifico ir al concierto de mi banda favorita este viernes.,0,ham
La ciudad tiene un nuevo mercado de agricultores los sábados.,0,ham
Hoy cociné una sopa de lentejas con verduras frescas.,0,ham
Leí la noticia sobre el cambio climático en el periódico.,0,ham
Estoy aprendiendo a tocar la guitarra usando tutoriales en línea.,0,ham
Mi coche necesita una revisión en el taller esta semana.,0,ham
Hoy compré el pan en la panadería de la esquina.,0,ham
Compra ahora tu nuevo smartphone con 0% de interés durante 12 meses. Oferta exclusiva solo para ti.,1,spam
"Invierte $100 y gana $10,000 en 24 horas, sin riesgo.",1,spam
Tu cuenta ha sido bloqueada. Haz clic aquí para verificar: http://falso-banco.com,1,spam
¡Gana una casa gratis! Solo envía tus datos y paga $5 de impuestos.,1,spam
